ID,Nimi,Number,Liik,Tee_GID,Piirkiirus,Kate
256, ,,kvartalisisene tänav,{DC29678A-7D11-4267-BF2C-CC02B55E3444},50,kattega tee (katte liik teadmata)
257, ,,muu tee,{A27C7B05-BE96-4DF6-945C-DE4CC0D64916},90,kruusatee
258, ,,jalgrada,{B495C83C-07C5-4057-9DE7-E189FFEC955E},50,kruusatee
259, ,,jalgrada,{B372192D-573B-4928-902D-13A4469A5587},50,kruusatee
260, ,,kvartalisisene tänav,{AA2DC894-623F-43BF-A740-5972796BADE8},50,kattega tee (katte liik teadmata)
261, ,,kvartalisisene tänav,{1768AB8A-DFD7-4102-9B35-DD008788D4C1},90,pinnastee
262, ,,kvartalisisene tänav,{59B39425-2B84-4C2E-B4E7-3817D8E3C68A},50,kattega tee (katte liik teadmata)
263, ,,jalgrada,{8C3B478E-B362-46D7-920A-AD513A5575ED},50,pinnastee
264, ,,kvartalisisene tänav,{2E1257FA-52F4-4441-819B-FAFB50721B35},50,kattega tee (katte liik teadmata)
265, ,,muu tee,{76D2C477-63AB-470B-BF00-0F0EC9C2AB27},90,kruusatee
266, ,,jalgrada,{1B82BBAB-C9F8-4895-BA7A-FCCEEC24C869},50,kruusatee
267, ,,jalgrada,{52FB6C91-7F4D-4520-ABEE-4C9EC7FAD5B0},50,"kruus, killustik jms"
268, ,,planeeritav tee,{D7E4FE56-9CD3-4E3F-8AD3-C0D673026C32},90,teadmata
269, ,,muu tee,{DED0AD4E-B16B-4570-898B-04035782DB3D},90,kruusatee
270, ,,kvartalisisene tänav,{184973C3-2765-47B5-91C7-8122440A3D41},50,kattega tee (katte liik teadmata)
271, ,,kvartalisisene tänav,{80BFB71A-911C-4326-935D-EB3C8C7B3168},20,kruusatee
272, ,,kõrvaltänav,{CC63CDC4-6F37-4597-8874-4B055CC0D81B},90,kruusatee
273, ,,muu tee,{AB8F0640-7329-4A99-B100-82E1C0D82518},90,kattega tee (katte liik teadmata)
274, ,,kvartalisisene tänav,{4E09DAF0-BD2D-40E2-B1C4-A8DB1676C4A3},50,kattega tee (katte liik teadmata)
275, ,,kvartalisisene tänav,{2E631995-54A5-42EE-A396-333F2BFAF846},50,kattega tee (katte liik teadmata)
276, ,,kvartalisisene tänav,{D863B33E-C545-4215-9AF8-DBAB05CE3894},90,kattega tee (katte liik teadmata)
277, ,,muu tee,{C830925A-AF42-4086-8F3A-9786E2A8A735},90,kruusatee
278, ,,kvartalisisene tänav,{F38C08CC-CFAF-42F0-9991-6582C726A89C},50,kruusatee
279, ,,jalgrada,{F89B2E55-A20C-4AE0-B7C7-DFE8567DCF6F},50,kruusatee
280, ,,muu tee,{E26995C8-2905-4929-B7AC-BB90FE79D778},90,pinnastee
281, ,,muu tee,{7564B5EF-FEF1-45B4-BAC8-221A8EBE8994},90,pinnastee
282, ,,kvartalisisene tänav,{659D7298-5E41-4EA8-B7CF-7D0DCCCA8409},50,kattega tee (katte liik teadmata)
283, ,,kvartalisisene tänav,{20B063B5-1DC4-4F52-A48D-D9AC1A9E5032},50,kattega tee (katte liik teadmata)
284, ,,kõrvaltänav,{B3E32AB6-BD58-427E-AD29-C87C2938C9AC},50,kattega tee (katte liik teadmata)
285, ,,muu tee,{6853F0A6-6C74-427D-B821-73B85D42F679},90,pinnastee
286, ,,kvartalisisene tänav,{2F8380A7-D5FA-4390-A0FF-CC599136A173},50,kruusatee
287, ,,kvartalisisene tänav,{7F1347C7-5254-4330-B5A0-2A8931C2CC9C},50,tihe asfaltbetoon
288, ,,kõrvaltänav,{175946FA-90DC-49A8-9FE1-645017918589},90,tihe asfaltbetoon
289, ,,kvartalisisene tänav,{726F551D-6AE0-4DB5-AC0A-D17856E9808B},90,pinnastee
290, ,,kvartalisisene tänav,{201CBEB9-DD41-4414-96F9-94F9490D35E2},50,kattega tee (katte liik teadmata)
291, ,,kvartalisisene tänav,{9BA8193C-D72C-4243-A5A7-B5F643AA05D8},50,tihe asfaltbetoon
292, ,,kvartalisisene tänav,{A406DB8E-AE9B-4F8D-85E7-D1026E530C68},50,kattega tee (katte liik teadmata)
293, ,,planeeritav tee,{DBFA5F7E-47A7-4505-B233-7DB3ECCFDA90},90,teadmata
294, ,,kvartalisisene tänav,{837529C4-1160-4E49-A464-556327A30F12},50,kattega tee (katte liik teadmata)
295, ,,jalgrada,{8A257705-B8A2-4F9D-A302-1890BAE9F91F},50,"kruus, killustik jms"
296, ,,kvartalisisene tänav,{68FA56B2-CF4A-45F3-A1E9-A8D1F4F86BDA},50,kattega tee (katte liik teadmata)
297, ,,muu tee,{25E1FBE5-8623-4CB7-963C-6E74C8927590},90,pinnastee
298, ,,kvartalisisene tänav,{C90C413D-C7B2-4A02-9AF0-710B3098AC32},50,kattega tee (katte liik teadmata)
299, ,,kvartalisisene tänav,{B0BEE040-8E55-4AB6-B18B-0BBCABDF1746},50,kattega tee (katte liik teadmata)
300, ,,kvartalisisene tänav,{65637AC1-86EE-4284-8869-7C6157C307F8},50,kattega tee (katte liik teadmata)
301, ,,jalgrada,{3202F00A-720A-4D22-8630-3DD3FAC605FF},90,pinnastee
302, ,,kvartalisisene tänav,{E15566BA-082C-4AC5-AAD9-697F76618C8F},50,kattega tee (katte liik teadmata)
303, ,,kvartalisisene tänav,{17B4DB32-0FE6-46AD-B5BF-B42DA6345CA6},50,kattega tee (katte liik teadmata)
304, ,,kvartalisisene tänav,{4F2F90EA-DA8C-4575-B3E4-ACB62ADE9FC8},50,kattega tee (katte liik teadmata)
305, ,,muu tee,{5806966A-E9F3-4793-B273-B12EE629ECBA},90,kruusatee
306, ,,kvartalisisene tänav,{6CC7654F-E1B6-4F0C-AE22-7A88AFA3CCB2},50,kruusatee
307, ,,kvartalisisene tänav,{C28C77AD-4DF4-4DBA-8781-2A68706C821E},50,kattega tee (katte liik teadmata)
308, ,,kvartalisisene tänav,{3AEAB173-F4FA-4863-9E34-63773ACE3E3F},50,kattega tee (katte liik teadmata)
309, ,,jalgrada,{394B8829-D49B-4E2B-92A1-F74A7CFFF2F7},90,pinnastee
310, ,,kvartalisisene tänav,{388D809D-7D21-4C6F-8314-9AA8B47E4B55},50,kattega tee (katte liik teadmata)
311, ,,kvartalisisene tänav,{1C628FB1-4364-4F02-91E8-BB20DE969C3D},30,kattega tee (katte liik teadmata)
312, ,,kvartalisisene tänav,{FBCF0A60-31AA-44C7-82B6-11C97F38D333},50,kattega tee (katte liik teadmata)
313, ,,kvartalisisene tänav,{739B813B-2A7D-4E96-BABB-CC37A0C0AF43},90,kruusatee
314, ,,kvartalisisene tänav,{A726661A-1985-4D28-97DD-123399C75DBA},50,kruusatee
315, ,,kvartalisisene tänav,{7E80EE24-1882-4D76-89A5-B209886846B8},50,kattega tee (katte liik teadmata)
316, ,,kõrvaltänav,{735DBA05-FB86-4BBB-B372-704E7D17625C},90,tihe asfaltbetoon
317, ,,muu tee,{82A32AAB-BC64-49D2-AB2A-77958504B1B8},90,kruusatee
318, ,,kvartalisisene tänav,{AC37C9F3-CECF-47D5-96C2-91D09C7877E9},20,tihe asfaltbetoon
319, ,,kvartalisisene tänav,{96FAEE4A-C370-449B-AB5C-93235C77D9E2},50,kattega tee (katte liik teadmata)
320, ,,kvartalisisene tänav,{847C8DD7-056C-45D6-8188-D5C5B2842866},90,kattega tee (katte liik teadmata)
321, ,,muu tee,{D9D82514-CE19-497A-BAC1-D097339F3754},90,kruusatee
322, ,,kvartalisisene tänav,{ECE3FA00-A0B2-48A5-B921-9978A9F7C771},50,kattega tee (katte liik teadmata)
323, ,,kvartalisisene tänav,{6BEA4565-A4AF-4F1A-9F68-E11367B139CA},20,kattega tee (katte liik teadmata)
324, ,,kvartalisisene tänav,{0BB2B225-1FC3-43F5-9E74-8E8769AF71D1},50,kruusatee
325, ,,kvartalisisene tänav,{D52006FC-70BA-4465-96DC-DA8DF220D8C7},90,kattega tee (katte liik teadmata)
326, ,,kvartalisisene tänav,{5A9C743F-8C64-49CA-B5AB-BD45932F327B},50,kattega tee (katte liik teadmata)
327, ,,kvartalisisene tänav,{2E4257D4-9588-4511-89A4-8C6BACB162D9},30,pinnastee
328, ,,kvartalisisene tänav,{CE559773-1286-4961-A304-36163BF44744},50,kattega tee (katte liik teadmata)
329, ,,planeeritav tee,{47DEBF84-CE4D-4730-85DB-7449E9DEE06F},90,teadmata
330, ,,kvartalisisene tänav,{D5AF45FB-73F1-4AAD-84CB-AF2D013F0D2B},50,kattega tee (katte liik teadmata)
331, ,,kvartalisisene tänav,{549C2148-C5B8-4CEB-817D-360866DD1D84},50,kattega tee (katte liik teadmata)
332, ,,kvartalisisene tänav,{D73843B7-BCD1-4284-BD38-F1E051A5BF26},50,kattega tee (katte liik teadmata)
333, ,,planeeritav tee,{7853DE47-2749-4667-821B-C1A1E89EA8BB},90,teadmata
334, ,,kvartalisisene tänav,{49FDC0A5-4F5C-4DC1-B074-06429BAFA503},50,kattega tee (katte liik teadmata)
335, ,,kvartalisisene tänav,{994A6DC7-7B19-49BC-A4D8-718300454CCC},50,pinnastee
336, ,,kvartalisisene tänav,{D8E6C7E1-7136-4BBC-814A-AE62576C2AF5},50,kattega tee (katte liik teadmata)
337, ,,planeeritav tee,{5E71680F-154A-4240-AEA8-3817061E8527},90,teadmata
338, ,,kvartalisisene tänav,{754C7322-2D13-428C-8BE1-7A38758D6263},50,kattega tee (katte liik teadmata)
339, ,,kvartalisisene tänav,{26709842-9F28-476F-8765-EC56358A46AF},50,kattega tee (katte liik teadmata)
340, ,,kvartalisisene tänav,{DB2F7E18-4EE8-4847-B241-0AF2EC839039},50,kattega tee (katte liik teadmata)
341, ,,planeeritav tee,{D32F82C8-25B4-4B82-9F61-C9E553CB76D2},90,teadmata
342, ,,kvartalisisene tänav,{6F2BD1D3-F04E-4FB9-9DC0-CF26AD3E6BC7},50,kattega tee (katte liik teadmata)
343, ,,kvartalisisene tänav,{BFF21A14-D4CA-4C77-8750-E20750E1FD3C},50,tihe asfaltbetoon
344, ,,kvartalisisene tänav,{56C2DFBB-14B5-4B8B-87AB-887A889B48DB},50,kattega tee (katte liik teadmata)
345, ,,planeeritav tee,{9377DBC8-0625-46EF-A98D-BF9577700A31},90,teadmata
346, ,,jalgrada,{5A9AAB38-943D-4AF9-8EDB-364B5D48DDA0},50,kruusatee
347, ,,kvartalisisene tänav,{3897B645-8A93-404D-9033-6363995C2200},50,kattega tee (katte liik teadmata)
348, ,,kõrvaltänav,{F07651CA-2DE5-4BE0-9930-EC66F690987D},90,tihe asfaltbetoon
349, ,,planeeritav tee,{30A91EE3-04E3-44F1-8828-6F074D22268D},90,teadmata
350, ,,kvartalisisene tänav,{F1A9CE09-F731-4075-95FD-8DD4E97C4701},50,kruusatee
351, ,,kvartalisisene tänav,{109598E1-29CC-4A90-8A51-EF0A311682E7},50,kruusatee
352, ,,kvartalisisene tänav,{025B7AAA-25F4-4441-A2D4-A3A1FDCFB8DC},50,kattega tee (katte liik teadmata)
353, ,,muu tee,{6237E45C-5F99-481E-B02D-6A39CAD7103C},90,pinnastee
354, ,,kvartalisisene tänav,{086F772C-1461-4C54-8C20-7679914BF2C2},50,kattega tee (katte liik teadmata)
355, ,,kvartalisisene tänav,{88DD96F7-C630-49BB-9802-B0FB60AB4ACB},50,kattega tee (katte liik teadmata)
356, ,,kvartalisisene tänav,{B4E5D3C2-3842-4C1A-926A-188E7319EEE0},50,kattega tee (katte liik teadmata)
357, ,,muu tee,{E295355E-F914-4DAF-9D2D-4376B8B9DD1A},90,kruusatee
358, ,,kvartalisisene tänav,{DF1A57CB-2F4A-4B59-ADDA-89E5186C046D},50,pinnastee
359, ,,kvartalisisene tänav,{A6CBF270-BFDA-4E34-94A9-1C34725E6340},30,kattega tee (katte liik teadmata)
360, ,,kvartalisisene tänav,{B0730B74-13CD-450F-B5EB-D8B32C65F559},50,kattega tee (katte liik teadmata)
361, ,,muu tee,{42BFB644-2411-4E2E-B8CD-39A8CBA3BA31},90,kruusatee
362, ,,kvartalisisene tänav,{B92D71C3-8771-4750-8562-41D3B95F7FF3},50,kattega tee (katte liik teadmata)
363, ,,kvartalisisene tänav,{2FD3E306-6113-4D08-936A-051FB501868D},50,kattega tee (katte liik teadmata)
364, ,,kõrvaltänav,{68DA93DE-A6F6-4EB3-A5D8-6D1D4B94D4DF},90,tihe asfaltbetoon
365, ,,muu tee,{427577CE-5567-4D7C-9A09-9DCF701ADD33},90,kruusatee
366, ,,kvartalisisene tänav,{EE1D6E49-0C04-48F3-87D9-9697E1F560B2},50,kattega tee (katte liik teadmata)
367, ,,kvartalisisene tänav,{2A69ECB5-5808-4EED-BBC5-E8E17DB9A2A1},50,kruusatee
368, ,,kvartalisisene tänav,{EB1BAA25-66CC-464E-98C6-38C30457BD16},30,kruusatee
369, ,,kõrvaltänav,{40AAB410-B8C6-46DF-9DCB-762553FD13E8},90,kruusatee
370, ,,jalgrada,{B00C46A2-8271-4281-BEEF-CEED28513BA1},50,kruusatee
371, ,,kvartalisisene tänav,{A9B35005-F01F-43F2-8BAC-A614E7AB32E6},50,kruusatee
372, ,,kvartalisisene tänav,{FEEC9235-A2C8-4CF9-B27F-5400668F30E3},50,kattega tee (katte liik teadmata)
373, ,,jalgrada,{E5F83796-53DF-4FA9-A829-5A5C8D64618A},90,pinnastee
374, ,,jalgrada,{FD762403-F456-4D65-86EA-95F545A1EDA8},50,kruusatee
375, ,,kvartalisisene tänav,{7E8CA7EA-902F-4CAE-816E-85F800679F36},50,kattega tee (katte liik teadmata)
376, ,,kvartalisisene tänav,{29F788B7-5856-4BDC-9BC8-34E8B710D98C},50,kattega tee (katte liik teadmata)
377, ,,kõrvaltänav,{1439B344-F9BD-4850-9B2C-540197D9755F},90,kruusatee
378, ,,kvartalisisene tänav,{E0821E6A-08FF-414F-A85E-2847254842FA},30,kattega tee (katte liik teadmata)
379, ,,kvartalisisene tänav,{D56D23EC-F66C-4CC0-84B3-42E48C12F031},20,kattega tee (katte liik teadmata)
380, ,,kvartalisisene tänav,{A8BDF364-FE3D-4851-BEEF-87873DE6E3B9},50,kattega tee (katte liik teadmata)
381, ,,jalgrada,{FC7EBF08-2FAA-4DEF-9B00-782CD7D732D6},90,pinnastee
382, ,,kvartalisisene tänav,{702CC197-0F4D-4CFE-AD04-3BCF44AB3A75},50,kattega tee (katte liik teadmata)
383, ,,kvartalisisene tänav,{8377ED71-C3B5-4558-8683-6BA8A11D8C82},50,kruusatee
384, ,,kvartalisisene tänav,{E5011B5F-73E5-4E04-89A6-AA080ED89C33},50,kattega tee (katte liik teadmata)
385, ,,muu tee,{98E1C36E-759E-420C-9143-5E1323540BBB},90,pinnastee
386, ,,kvartalisisene tänav,{291DADCC-6F63-40C9-9F04-E8ABEA295850},50,kattega tee (katte liik teadmata)
387, ,,kvartalisisene tänav,{65A85179-3828-4A69-B036-0468BB3E3631},50,kattega tee (katte liik teadmata)
388, ,,kvartalisisene tänav,{A8D0581F-F7CE-439E-B65F-6B51C55CAB88},50,kattega tee (katte liik teadmata)
389, ,,muu tee,{AE5AE8BA-F651-4EDD-A814-9DA9D152D5D6},90,pinnastee
390, ,,kvartalisisene tänav,{B338ABBE-4DB8-4CB8-B4E9-18ABE7D3DE3A},50,kattega tee (katte liik teadmata)
391, ,,kvartalisisene tänav,{95BEA254-3F33-4BFE-964B-707CF19393F3},50,kattega tee (katte liik teadmata)
392, ,,kvartalisisene tänav,{032D0467-2A72-4B6E-82E9-643D2E03210D},90,kruusatee
393, ,,muu tee,{DDD7D0AF-4E28-4E56-9CCA-2D138000EE2B},90,kruusatee
394, ,,kvartalisisene tänav,{FDC1A25F-82F7-4CBE-96C7-AA6C4FC77D9E},50,pinnastee
395, ,,kvartalisisene tänav,{955944D2-C4C1-4779-BF5C-3A135F00A431},20,kattega tee (katte liik teadmata)
396, ,,kõrvaltänav,{B89B6CD8-4B6C-44D4-B268-2ED9A7B687C0},50,kattega tee (katte liik teadmata)
397, ,,muu tee,{44A6AEE6-8B8C-4FF0-B25E-89422603E085},90,pinnastee
398, ,,kvartalisisene tänav,{A03A6CAC-3BA6-4FE7-9BC2-37F97891D6A3},50,kattega tee (katte liik teadmata)
399, ,,kvartalisisene tänav,{0A0B4C3C-363B-4D26-A010-38D4CDA32774},50,kattega tee (katte liik teadmata)
400, ,,kvartalisisene tänav,{072B1BB1-97C4-4D9E-95CB-092942EE98F7},90,kattega tee (katte liik teadmata)
401, ,,jalgrada,{F20D2C70-46E7-4576-B394-E2A705F6A677},90,pinnastee
402, ,,kvartalisisene tänav,{60910AFB-04AA-436B-9508-F5AECF73B82F},50,kattega tee (katte liik teadmata)
403, ,,kvartalisisene tänav,{F4CE760F-FEF7-43DE-BE28-9DFEB1C4F2CE},20,kattega tee (katte liik teadmata)
404, ,,kvartalisisene tänav,{DD4D4F64-54B4-4F8F-B7D6-7EFB6A4DCF49},50,kattega tee (katte liik teadmata)
405, ,,muu tee,{4812C18F-EDC2-4C8B-A62F-FAD18719F036},90,kruusatee
406, ,,kvartalisisene tänav,{B261A37C-4972-41F4-9386-C1CF46EE81FC},50,kattega tee (katte liik teadmata)
407, ,,kvartalisisene tänav,{7594E1C1-1A81-414D-BE48-43D3643F80AF},20,kattega tee (katte liik teadmata)
408, ,,muu tee,{CB5252BF-3FA5-42C2-8D2B-FC86A2D8D70A},90,kruusatee
409, ,,muu tee,{C052C679-D895-4EA7-B8B0-830A831C9824},90,kruusatee
410, ,,kvartalisisene tänav,{B4083EF2-243F-4229-984F-646DBE668D22},50,kruusatee
411, ,,kvartalisisene tänav,{5BE5D48E-8333-4DB5-95B8-358789758C39},30,kattega tee (katte liik teadmata)
412, ,,muu tee,{B0E362A3-13F9-4581-BC13-C1C85CF644A2},90,kattega tee (katte liik teadmata)
413, ,,jalgrada,{EEC1316A-C383-41BC-AEC1-2A520C49DE3C},90,pinnastee
414, ,,kvartalisisene tänav,{CEE20FF8-6D47-4430-B369-24968CE7C241},50,pinnastee
415, ,,kvartalisisene tänav,{FBF70F53-ED66-434A-B5D1-07DA92238081},20,kattega tee (katte liik teadmata)
416, ,,kvartalisisene tänav,{4096C56D-48E5-4740-A932-A6CAB68F115F},50,kattega tee (katte liik teadmata)
417, ,,muu tee,{F7362E53-995E-4784-91A1-296018A2E611},90,kruusatee
418, ,,kvartalisisene tänav,{8203E003-4533-44F5-91CD-B800986B1960},50,kattega tee (katte liik teadmata)
419, ,,muu tee,{51A40C7C-8C25-471C-92C4-0F12EBCCE5C3},90,kattega tee (katte liik teadmata)
420, ,,kvartalisisene tänav,{06A10375-8CB5-4437-B684-B78FD8C6346C},50,kattega tee (katte liik teadmata)
421, ,,jalgrada,{3BE16524-2122-4109-8116-1EE47B22510C},90,pinnastee
422, ,,kvartalisisene tänav,{185B8EDA-A3BD-4F88-B7C7-B8957AC01AF3},30,kattega tee (katte liik teadmata)
423, ,,kvartalisisene tänav,{6ACEAF35-80CD-47C6-A607-B00D663882D8},50,kattega tee (katte liik teadmata)
424, ,,kvartalisisene tänav,{F7392085-8DC0-4863-B226-6D746D8B4DEF},50,kattega tee (katte liik teadmata)
425, ,,muu tee,{A7788634-D090-494E-85E9-67BD43A52477},90,kruusatee
426, ,,kvartalisisene tänav,{F5F0EC92-5AF0-4B9F-BC9C-9E3100436BB0},30,kattega tee (katte liik teadmata)
427, ,,kvartalisisene tänav,{2C2316FB-D05C-4D1F-B1BE-AA68305ECECB},50,kruusatee
428, ,,kvartalisisene tänav,{7994FEA7-7387-4859-8C2C-03E3380720DD},50,kattega tee (katte liik teadmata)
429, ,,muu tee,{A78D3C93-76CE-4ABA-AEBF-5665155CBE47},90,pinnastee
430, ,,kvartalisisene tänav,{30C18930-825A-4659-81F5-E4A0A30B0D14},30,kattega tee (katte liik teadmata)
431, ,,kvartalisisene tänav,{5F7D7D95-983F-48ED-8149-97F52E3CBE6B},50,kattega tee (katte liik teadmata)
432, ,,kvartalisisene tänav,{73986F71-1E3C-4E31-BC17-78E1E27A3AB8},50,kattega tee (katte liik teadmata)
433, ,,muu tee,{0FBF3A8C-8A32-46D8-A20C-B051CDE3A8DB},90,pinnastee
434, ,,kvartalisisene tänav,{CD9816C8-5D13-478E-B0D0-973E4ED6B48E},50,kattega tee (katte liik teadmata)
435, ,,kõrvaltänav,{4EBB1CB5-FB6C-4ACC-A119-7F0A66E6DB70},50,tihe asfaltbetoon
436, ,,kvartalisisene tänav,{A691C6CA-5C85-4E4D-8908-5F66EAC19A87},50,kattega tee (katte liik teadmata)
437, ,,muu tee,{11361397-0A57-4A43-AFF4-4627001E8E8E},90,pinnastee
438, ,,jalgrada,{BB133905-FDC2-41E7-99C4-DB2E301608FD},50,kruusatee
439, ,,kvartalisisene tänav,{BE18663D-E22D-439F-824F-027A51CB383F},20,kattega tee (katte liik teadmata)
440, ,,kvartalisisene tänav,{FB76F0D3-956B-4FBA-932D-473AE259ED4A},90,kattega tee (katte liik teadmata)
441, ,,planeeritav tee,{B8F6F01E-37CE-4B32-A4BC-1AB45E1BFC79},90,teadmata
442, ,,jalgrada,{0893F6AF-9ADA-484B-AB28-7ADBDF0F48F1},50,kruusatee
443, ,,kvartalisisene tänav,{D6BCA392-BFD2-4642-8B84-940394CCEA73},20,kattega tee (katte liik teadmata)
444, ,,kvartalisisene tänav,{C14382FD-E058-4072-ABAD-CC28855290B5},90,kattega tee (katte liik teadmata)
445, ,,muu tee,{4657536C-8762-4ACC-8084-0E052851DEEE},90,kruusatee
446, ,,kvartalisisene tänav,{2A2683CD-4E44-43CE-8802-58ABD5E3D35D},50,kattega tee (katte liik teadmata)
447, ,,kvartalisisene tänav,{816E883E-A9CA-4DC7-B294-DD3086E1BC84},20,kattega tee (katte liik teadmata)
448, ,,planeeritav tee,{DCF36DF2-7A7B-4E3F-A70E-730DB15BA349},50,teadmata
449, ,,muu tee,{E59C0D51-1A1B-4F5B-ADFB-ADA674C27D8C},90,kruusatee
450, ,,kvartalisisene tänav,{C1C75990-294C-4390-98FD-0D5F6A3EC626},50,kattega tee (katte liik teadmata)
451, ,,kvartalisisene tänav,{9039A887-94DB-4E37-BF87-7F6BE37F17FA},20,kattega tee (katte liik teadmata)
452, ,,kvartalisisene tänav,{DD7485A7-9717-48DD-96EB-7478369C313A},90,kattega tee (katte liik teadmata)
453, ,,muu tee,{756503F5-7DC0-47CD-9502-FCBE72B5AC52},90,pinnastee
454, ,,kvartalisisene tänav,{74CE046D-375F-400A-BA73-15024AEC8C3E},30,kattega tee (katte liik teadmata)
455, ,,jalgrada,{9E14902B-5F3E-4133-8E39-DEEBB3FDF6B4},50,kruusatee
456, ,,kvartalisisene tänav,{8D50C9C8-22AF-472A-8FE4-9D9DB6CE3C26},90,kattega tee (katte liik teadmata)
457, ,,muu tee,{ED8F6651-EA00-432E-B424-CFE373006134},90,pinnastee
458, ,,kvartalisisene tänav,{800B0425-3AA2-410E-AB8D-DDE2A9477D8F},50,kattega tee (katte liik teadmata)
459, ,,kvartalisisene tänav,{5B5217EC-3AE8-4D57-A234-66514394C60C},50,kattega tee (katte liik teadmata)
460, ,,kvartalisisene tänav,{FFB8F86E-5C11-4723-9AD2-9F234DA4D944},50,kattega tee (katte liik teadmata)
461, ,,muu tee,{DD7963CD-EC38-4343-8CA9-468D48EFD202},90,pinnastee
462, ,,kvartalisisene tänav,{628B4E99-80D2-43D6-B9A0-0B990046924E},50,kattega tee (katte liik teadmata)
463, ,,kvartalisisene tänav,{392C6BF1-9CC2-410E-9C08-7094EF39639F},50,kattega tee (katte liik teadmata)
464, ,,kvartalisisene tänav,{F5092A74-B0AA-4856-92D8-AB5C8A496166},50,kattega tee (katte liik teadmata)
465, ,,muu tee,{1427C4EE-7887-405F-8C60-726410DD03C6},90,kruusatee
466, ,,kvartalisisene tänav,{517608A2-D306-4351-B0DB-A982E55FA5EE},30,kattega tee (katte liik teadmata)
467, ,,planeeritav tee,{76B52B34-617F-4C9A-AC53-CB637AAA8707},30,teadmata
468, ,,kvartalisisene tänav,{49861EA8-351C-465E-BBC3-933D0E09AA27},50,kattega tee (katte liik teadmata)
469, ,,jalgrada,{220649E1-CB9C-4099-B150-69F7779B85FF},90,pinnastee
470, ,,kvartalisisene tänav,{53B189C1-98E9-4D55-B6A1-F4B69FD08A52},50,kattega tee (katte liik teadmata)
471, ,,muu tee,{7EBA8101-A87B-4EB1-A917-8B21EAE8668D},90,pinnastee
472, ,,kvartalisisene tänav,{652ED6D6-26FA-4A38-8BB2-759CC89CE98F},50,kattega tee (katte liik teadmata)
473, ,,muu tee,{B021DA1B-40F8-44BA-97B7-9B3C65176F4B},90,pinnastee
474, ,,kvartalisisene tänav,{22BF359C-DAB5-4181-AD0B-2D521AC4BFD7},50,kattega tee (katte liik teadmata)
475, ,,kvartalisisene tänav,{18F5ED53-BAC4-4379-84B2-EE080450CD81},50,kattega tee (katte liik teadmata)
476, ,,kvartalisisene tänav,{BA613B22-FBAF-4D18-9B1F-15A03E0F91B0},50,kattega tee (katte liik teadmata)
477, ,,kvartalisisene tänav,{D486F3BC-8003-42D0-A6BA-A094F3133CC4},50,kruusatee
478, ,,kvartalisisene tänav,{6F2D046F-6276-4077-A482-98B7A06FAC63},50,kattega tee (katte liik teadmata)
479, ,,kvartalisisene tänav,{063464FC-8382-455F-93E6-4DD0962A3F07},20,kattega tee (katte liik teadmata)
480, ,,kvartalisisene tänav,{95D4A323-BA8F-42A7-B4F3-8E18BFA75CA9},50,kattega tee (katte liik teadmata)
481, ,,muu tee,{8AAD5C07-B256-41C3-9DF6-4B3AE36E13DA},90,kattega tee (katte liik teadmata)
482, ,,kõrvaltänav,{DE995339-BDB0-42D0-AE3F-8A773DAE0650},50,kattega tee (katte liik teadmata)
483, ,,kvartalisisene tänav,{F3105A42-BCD3-41B3-A7E4-6396B5F67223},50,kattega tee (katte liik teadmata)
484, ,,kvartalisisene tänav,{0D577B77-E3BD-4E46-AFFD-D8DFBF909F20},50,kattega tee (katte liik teadmata)
485, ,,muu tee,{FDFC465A-694C-46FD-ABC0-0886442D3D43},90,kattega tee (katte liik teadmata)
486, ,,kvartalisisene tänav,{C06AD0BD-EE18-49B1-BE6A-915462F019C8},50,kattega tee (katte liik teadmata)
487, ,,kvartalisisene tänav,{18F03933-F791-4726-A89F-AEF5091609AB},50,kruusatee
488, ,,kvartalisisene tänav,{301FDAD9-4923-4AE2-813B-EC724BD71D4C},90,kruusatee
489, ,,muu tee,{54F7F479-333B-4F22-91DC-15DEE7F804EC},90,kattega tee (katte liik teadmata)
490, ,,jalgrada,{5186C4F2-C940-4695-A189-0EF3F1B15278},50,kruusatee
491, ,,kvartalisisene tänav,{5231E3C9-C665-4914-A6EC-F8A01B4B1727},50,kruusatee
492, ,,kvartalisisene tänav,{6114C8FA-C1BD-4083-8343-B33065202915},90,kattega tee (katte liik teadmata)
493, ,,muu tee,{8C4ECC46-69C8-401C-B31B-7B3B4BB9D9C2},90,kattega tee (katte liik teadmata)
494, ,,kvartalisisene tänav,{9747A44D-BC96-464F-B096-8BB13E014B91},50,kattega tee (katte liik teadmata)
495, ,,kvartalisisene tänav,{8698BF6B-36FA-49C8-B3D7-4A46EA99BB5A},50,kruusatee
496, ,,kvartalisisene tänav,{A9710E17-7465-4062-BE0F-660C98051413},50,kattega tee (katte liik teadmata)
497, ,,muu tee,{2ABF3B8E-2B1E-4DA7-8E86-823A5F241871},90,kattega tee (katte liik teadmata)
498, ,,kvartalisisene tänav,{0705D34D-17C3-46DF-AC23-BFCBEB417146},50,kruusatee
499, ,,kvartalisisene tänav,{73352FDD-41CF-4443-A048-BBE475F6AA39},20,pinnastee
500, ,,kvartalisisene tänav,{CF207629-BBDB-45FB-8C3B-AA843290C0D0},50,kattega tee (katte liik teadmata)
